站名,地址,營業時間,目前狀態,緯度,經度,gx_media_links
汐止公園站,新北市汐止區大同路二段451號(近新北市消防局汐止分隊),24HR,已啟用,25.067665,121.659205,https://cdn.gogoro.com/resources/images/gostations/TW2217401A_01.jpg
特力家居站,桃園市蘆竹區中正路1號(近榮興橋),24HR,已啟用,25.040449,121.295583,https://cdn.gogoro.com/resources/images/gostations/TW3384501A_01.jpg
璨揚企業站,台南市安南區工業一路18號(近機車停車場入口),24HR,已啟用,23.041927,120.154156,https://cdn.gogoro.com/resources/images/gostations/TW7095502A_01.jpg
米格國際站,桃園市八德區建國路626號(於米格國際股份有限公司門口),24HR,已啟用,24.946594,121.289121,https://cdn.gogoro.com/resources/images/gostations/TW3345101A_01.jpg
聖約翰科技大學站(建置中),新北市淡水區淡金路四段499號(近聖約翰科技大學機車停車場),24HR,建置中,25.225992,121.451584,https://cdn.gogoro.com/resources/images/gostations/TW2513501A_01.jpg
臺中州廳站,台中市西區民權路99號(近民權路/市府路口),24HR,已啟用,24.138788,120.678733,https://cdn.gogoro.com/resources/images/gostations/TW4034101A_01.jpg
臺中草悟廣場站,台中市西區英才路534號(近草悟道),24HR,已啟用,24.149427,120.665136,https://cdn.gogoro.com/resources/images/gostations/TW4036005A_01.jpg
臺北花木批發市場地下停車場站,台北市文山區興隆路1段15號(地下一樓機車停車場)(近羅斯福路五段97巷內入口),24HR,已啟用,25.005338,121.539648,https://cdn.gogoro.com/resources/images/gostations/TW1168102A_01.jpg
艋舺公園地下停車場站,台北市萬華區西園路1段145號(地下一樓機車停車場)(近艋舺公園),24HR,已啟用,25.036044,121.499375,https://cdn.gogoro.com/resources/images/gostations/TW1085201A_01.jpg
蘆洲永平廣場站,新北市蘆洲區永平街1號(近新北市立圖書館蘆洲永平分館),24HR,已啟用,25.090646,121.459097,https://cdn.gogoro.com/resources/images/gostations/TW2476501A_01.jpg
蘆洲長安市場站,新北市蘆洲區長安街98巷(近新北市立圖書館蘆洲長安分館),24HR,已啟用,25.080886,121.461805,https://cdn.gogoro.com/resources/images/gostations/TW2476401A_01.jpg
西歐台北士林加油站(建置中),台北市士林區中山北路五段570號(近福林公園),24HR,建置中,25.095545,121.528265,https://cdn.gogoro.com/resources/images/gostations/TW1114301A_01.jpg
西歐台北自強加油站,台北市內湖區內湖路一段146號(近內湖路一段/基湖路口),24HR,已啟用,25.082267,121.564983,https://cdn.gogoro.com/resources/images/gostations/TW1149303A_01.jpg
西歐新竹中華加油站,新竹市東區中華路二段59號(近新竹高工),24HR,已啟用,24.808151,120.981899,https://cdn.gogoro.com/resources/images/gostations/TW3006001A_01.jpg
西歐桃園中山加油站,桃園市桃園區中山路1536號(近衛生福利部桃園醫院),24HR,已啟用,24.975859,121.265980,https://cdn.gogoro.com/resources/images/gostations/TW3305701A_01.jpg
超傑科技站,新北市新莊區化成路349巷14號(近頭前國小),24HR,已啟用,25.056612,121.465020,https://cdn.gogoro.com/resources/images/gostations/TW2425301A_01.jpg
車太炫三重重新店站(建置中),新北市三重區疏洪東路一段58號(近重新橋下),24HR,建置中,25.052714,121.484242,https://cdn.gogoro.com/resources/images/gostations/TW2416102A_01.jpg
車太炫中壢新生站,桃園市中壢區新生路二段9-3號(近新生路二段/永清街口),24HR,已啟用,24.976463,121.222804,https://cdn.gogoro.com/resources/images/gostations/TW3205601A_01.jpg
車太炫台中南屯站,台中市南屯區永春東路1242號(近南屯國小),24HR,已啟用,24.136748,120.633916,https://cdn.gogoro.com/resources/images/gostations/TW4084201A_01.jpg
車太炫嘉義四維站,嘉義市西區德安路160號(近嘉義德安消防分隊),24HR,已啟用,23.484005,120.428325,https://cdn.gogoro.com/resources/images/gostations/TW6008501A_01.jpg
車太炫新北汐止站,新北市汐止區汐萬路一段39-5號(近汐止國小),24HR,已啟用,25.068950,121.654516,https://cdn.gogoro.com/resources/images/gostations/TW2216801A_01.jpg
遠傳內湖瑞光門市站(建置中),台北市內湖區瑞光路468號(近遠傳瑞光直營門市),24HR,建置中,25.078255,121.570178,https://cdn.gogoro.com/resources/images/gostations/TW1149202A_01.jpg
鐵人館站,台中市北屯區軍功路一段603號(近軍功國小),24HR,已啟用,24.174375,120.718979,https://cdn.gogoro.com/resources/images/gostations/TW4064101A_01.jpg
關廟區公所站,台南市關廟區中正路998號(近關廟區衛生所),24HR,已啟用,22.963004,120.327447,https://cdn.gogoro.com/resources/images/gostations/TW7184601A_01.jpg
雅香茶莊站,新北市石碇區北宜路六段13股巷1號(近十三股),24HR,已啟用,24.947447,121.649224,https://cdn.gogoro.com/resources/images/gostations/TW2239101A_01.jpg
香草天空站,新北市坪林區水柳腳190之4號(近坪林親水公園),10:00 ~ 18:00,已啟用,24.935909,121.703498,https://cdn.gogoro.com/resources/images/gostations/TW2324102A_01.jpg
高雄第一科技大學站,高雄市楠梓區芎蕉路216號(近芎蕉路/芎林一街路口),24HR,已啟用,22.750800,120.328840,https://cdn.gogoro.com/resources/images/gostations/TW8116401A_01.jpg
麻豆區農會站,台南市麻豆區新生北路56號(近麻豆區農會),24HR,已啟用,23.186424,120.241092,https://cdn.gogoro.com/resources/images/gostations/TW7214101A_01.jpg
