站名,地址,營業時間,目前狀態,緯度,經度,gx_media_links
21世紀不動產天母三越加盟店站,台北市士林區天母東路67號(近新光三越百貨天母店),24HR,已啟用,25.118233,121.534309,https://cdn.gogoro.com/resources/images/gostations/TW1115301A_01.jpg
23區站,台北市士林區重慶北路四段241號(近重陽大橋),24HR,已啟用,25.085638,121.510853,https://cdn.gogoro.com/resources/images/gostations/TW1116501A_01.jpg
7-ELEVEN 上誠店站,台中市西區向上路一段381號，383號，385號(向上路一段/精誠路交叉口),24HR,已啟用,24.146529,120.655434,https://cdn.gogoro.com/resources/images/gostations/TW4036101A_01.jpg
7-ELEVEN 仁伯店站(建置中),台南市仁德區德安路188號(近德安路/德善路口),24HR,建置中,22.948882,120.255577,https://cdn.gogoro.com/resources/images/gostations/TW7175801A_01.jpg
7-ELEVEN 南門城店站(建置中),台南市中西區南門路229號(近中山國中),24HR,建置中,22.983656,120.204114,https://cdn.gogoro.com/resources/images/gostations/TW7004901A_01.jpg
7-ELEVEN 吉峰店站,台中市霧峰區德泰街11號(近國泰人壽),24HR,已啟用,24.068567,120.699323,https://cdn.gogoro.com/resources/images/gostations/TW4134401A_01.jpg
7-ELEVEN 和峰店站,彰化縣和美鎮道周路279號(近道周路/愛國路交岔口),24HR,已啟用,24.106664,120.499193,https://cdn.gogoro.com/resources/images/gostations/TW5084501A_01.jpg
7-ELEVEN 善和店站(建置中),台南市善化區大成路319號(近善化高中),24HR,建置中,23.129703,120.298121,https://cdn.gogoro.com/resources/images/gostations/TW7416901A_01.jpg
7-ELEVEN 圓通南店站,台中市潭子區圓通南路239號(近圓通南路/興華一路口),24HR,已啟用,24.207120,120.703250,https://cdn.gogoro.com/resources/images/gostations/TW4275001A_01.jpg
7-ELEVEN 埞富店站,台南市南區大成路二段86號(近大成路二段/夏林路口),24HR,已啟用,22.975012,120.195042,https://cdn.gogoro.com/resources/images/gostations/TW7025501A_01.jpg
7-ELEVEN 奇蹟店站(建置中),台南市永康區永大路3段299號 (近永大路三段/龍埔街口 ),24HR,建置中,23.034563,120.259372,https://cdn.gogoro.com/resources/images/gostations/TW7107602A_01.jpg
7-ELEVEN 安安店站,台南市安南區安明路四段260-70號(近安明路四段/安中路六段),24HR,已啟用,23.061261,120.133971,https://cdn.gogoro.com/resources/images/gostations/TW7094801A_01.jpg
7-ELEVEN 安立店站,台南市安南區安中路四段150號(近安中路四段/安中路四段164巷口),24HR,已啟用,23.049636,120.170009,https://cdn.gogoro.com/resources/images/gostations/TW7096101A_01.jpg
7-ELEVEN 宏橋店站,新竹縣湖口鄉工業一路7號(光復路/工業一路交叉口),24HR,已啟用,24.870261,121.026532,https://cdn.gogoro.com/resources/images/gostations/TW3037301A_01.jpg
7-ELEVEN 岦湖店站,新竹市香山區內湖路138號(近內湖國小),24HR,已啟用,24.741642,120.906032,https://cdn.gogoro.com/resources/images/gostations/TW3009402A_01.jpg
7-ELEVEN 康平店站,台南市安平區健康三街81號(近健康三街/府平路口),24HR,已啟用,22.987140,120.168140,https://cdn.gogoro.com/resources/images/gostations/TW7084501A_01.jpg
7-ELEVEN 新東專店站,高雄市湖內區中山路一段229號(近大湖火車站),24HR,已啟用,22.880454,120.249708,https://cdn.gogoro.com/resources/images/gostations/TW8294101A_01.jpg
7-ELEVEN 晨希店站,新竹縣湖口鄉榮光路617號(榮光路/三民路交叉口),24HR,已啟用,24.866089,120.997233,https://cdn.gogoro.com/resources/images/gostations/TW3035001A_01.jpg
7-ELEVEN 東泓店站,台中市東區東門路140號(近東昇橋),24HR,已啟用,24.127188,120.699866,https://cdn.gogoro.com/resources/images/gostations/TW4014501A_01.jpg
7-ELEVEN 榮鑫店站,台北市中山區建國北路三段89及91號前(近榮星花園),24HR,已啟用,25.065727,121.536721,https://cdn.gogoro.com/resources/images/gostations/TW1047301A_01.jpg
7-ELEVEN 橫溪店站,新北市三峽區溪北街109號(近橫溪路/溪北街口),24HR,已啟用,24.935532,121.398361,https://cdn.gogoro.com/resources/images/gostations/TW2374302A_01.jpg
7-ELEVEN 欣高店站,桃園市楊梅區文德路1號 (文德路與梅高路交岔口),24HR,已啟用,24.917007,121.145129,https://cdn.gogoro.com/resources/images/gostations/TW3264301A_01.jpg
7-ELEVEN 江園店站,桃園市大園區中正東路三段620號(近中壢大江購物中心),24HR,已啟用,25.004309,121.228603,https://cdn.gogoro.com/resources/images/gostations/TW3375501A_01.jpg
7-ELEVEN 湖華店站,台南市中西區西湖街3號(近西湖街/西濱公路口),24HR,已啟用,23.003290,120.186710,https://cdn.gogoro.com/resources/images/gostations/TW7006301A_01.jpg
7-ELEVEN 環金店站(建置中),台北市內湖區環山路二段81號(近德明財經科技大學),24HR,建置中(其他狀態100),25.084809,121.574745,https://cdn.gogoro.com/resources/images/gostations/TW1145201A_01.jpg
7-ELEVEN 瓏馬店站,台北市內湖區康樂街213號(近康樂公園),24HR,已啟用,25.076236,121.621776,https://cdn.gogoro.com/resources/images/gostations/TW1148001A_01.jpg
7-ELEVEN 祥佑店站,桃園市桃園區寶慶路176號(近寶慶路/同德七街口),24HR,已啟用,25.013231,121.293008,https://cdn.gogoro.com/resources/images/gostations/TW3304601A_01.jpg
7-ELEVEN 福田店站,台中市南區文心南路885號(文心南路上近樹義國小),24HR,已啟用,24.110886,120.659457,https://cdn.gogoro.com/resources/images/gostations/TW4025601A_01.jpg
7-ELEVEN 科工店站,台南市安南區塩田路2號(近塩田路/工業五路口),24HR,已啟用,23.035178,120.148599,https://cdn.gogoro.com/resources/images/gostations/TW7095501A_01.jpg
7-ELEVEN 精科店站,台中市南屯區嶺東路368號(近嶺東路/文山三街),24HR,已啟用,24.145265,120.610900,https://cdn.gogoro.com/resources/images/gostations/TW4085201A_01.jpg
7-ELEVEN 航發店站,台中市西屯區河南路二段242號(近河南路二段與逢大路路口),24HR,已啟用,24.175841,120.650286,https://cdn.gogoro.com/resources/images/gostations/TW4074403A_01.jpg
7-ELEVEN 逢喜店站,台中市西屯區逢甲路247號(近至善國中/逢甲公園),24HR,已啟用,24.176132,120.640854,https://cdn.gogoro.com/resources/images/gostations/TW4074401A_01.jpg
7-ELEVEN 鄭子寮店站,台南市北區北成路442號(近北成路/育德二路口),24HR,已啟用,23.019090,120.201530,https://cdn.gogoro.com/resources/images/gostations/TW7046001A_01.jpg
7-ELEVEN 雙榮店站,桃園市平鎮區民族路雙連三段8號(近中平國小旁),24HR,已啟用,24.958803,121.179297,https://cdn.gogoro.com/resources/images/gostations/TW3245101A_01.jpg
7-ELEVEN 靜大店站,台中市沙鹿區晉江里台灣大道七段142號(近靜宜大學),24HR,已啟用,24.223572,120.578450,https://cdn.gogoro.com/resources/images/gostations/TW4334901A_01.jpg
BDO比多手作體驗館站,台中市北屯區軍福九路306號(近和祥公園),24HR,已啟用,24.169388,120.726377,https://cdn.gogoro.com/resources/images/gostations/TW4064202A_01.jpg
CITYLINK 松山店站,台北市南港區市民大道七段8號(近中坡北路/玉成街間),24HR,已啟用,25.049487,121.580755,https://cdn.gogoro.com/resources/images/gostations/TW1156201A_01.jpg
Diamond+專業汽車美容中心站,新北市永和區保安路23號(近保安路/文化路口),24HR,已啟用,25.016628,121.510266,https://cdn.gogoro.com/resources/images/gostations/TW2344201A_01.jpg
FamilyMart 台中金原店站,台中市北屯區太原路三段231號(近太原路/青島路口),24HR,已啟用,24.165089,120.692277,https://cdn.gogoro.com/resources/images/gostations/TW4065301A_01.jpg
Global Mall 屏東站,屏東縣屏東市仁愛路90號(近屏東女中),24HR,已啟用,22.673036,120.493050,https://cdn.gogoro.com/resources/images/gostations/TW9004101A_01.jpg
Global Mall 桃園A8 站,桃園市龜山區文化一路10巷42弄(地下二樓機車停車場)(近林口長庚紀念醫院),24HR,已啟用,25.060071,121.370365,https://cdn.gogoro.com/resources/images/gostations/TW3337501A_01.jpg
Gogoro 三民鼎強授權服務中心站,高雄市三民區鼎強街95-1號(近鼎中里活動廣場),24HR,已啟用,22.665473,120.320834,https://cdn.gogoro.com/resources/images/gostations/TW8078801A_01.jpg
Gogoro 三重正義店站,新北市三重區正義北路24號(近捷運台北橋站),24HR,已啟用,25.063183,121.497509,https://cdn.gogoro.com/resources/images/gostations/TW2414701A_01.jpg
Gogoro 中和中原授權服務中心站(建置中),新北市中和區中原街6號(近中原街/環河西路三段路口),24HR,建置中(其他狀態100),25.007933,121.491624,https://cdn.gogoro.com/resources/images/gostations/TW2355601A_01.jpg
Gogoro 中壢復興店站,桃園市中壢區復興路71號(近中央東路/復興路口),24HR,已啟用,24.956288,121.224803,https://cdn.gogoro.com/resources/images/gostations/TW3204101A_01.jpg
Gogoro 五甲服務中心站(建置中),高雄市鳳山區五甲三路66號(近福誠高中),24HR,建置中,22.592382,120.326980,https://cdn.gogoro.com/resources/images/gostations/TW8308701A_01.jpg
Gogoro 信義松仁授權服務中心站(建置中),台北市信義區松仁路174號(近三犁公園),24HR,建置中,25.028059,121.568344,https://cdn.gogoro.com/resources/images/gostations/TW1105801A_01.jpg
Gogoro 光華八德店站,台北市中正區八德路一段27號(近光華商場),24HR,已啟用,25.044102,121.531252,https://cdn.gogoro.com/resources/images/gostations/TW1005801A_01.jpg
Gogoro 台中三民店站,台中市北區三民路三段146號(近中友百貨),24HR,已啟用,24.151344,120.684871,https://cdn.gogoro.com/resources/images/gostations/TW4044501A_01.jpg
Gogoro 台中大里店站,台中市大里區東榮路一段132號(近中興路/東榮路口),24HR,已啟用,24.110048,120.690452,https://cdn.gogoro.com/resources/images/gostations/TW4126501A_01.jpg
Gogoro 台中柳川服務中心站,台中市北區柳川東路四段112號113號(近中國醫藥大學),24HR,已啟用,24.155132,120.681318,https://cdn.gogoro.com/resources/images/gostations/TW4045801A_01.jpg
Gogoro 台中永福店站,台中市西屯區永福路172號(近愛買永福店),24HR,已啟用,24.185762,120.621629,https://cdn.gogoro.com/resources/images/gostations/TW4076201A_01.jpg
Gogoro 台南公園店站,台南市中西區公園路36號(近公園路/民權路二段路口),24HR,已啟用,22.994652,120.205513,https://cdn.gogoro.com/resources/images/gostations/TW7005001A_01.jpg
Gogoro 圓山服務中心站,台北市大同區承德路三段237號(近花博公園),24HR,已啟用,25.071016,121.518642,https://cdn.gogoro.com/resources/images/gostations/TW1036601A_01.jpg
Gogoro 土城明德服務中心站,新北市土城區明德路二段129號(近新北市立新北高工),24HR,已啟用,24.982322,121.449674,https://cdn.gogoro.com/resources/images/gostations/TW2365901A_01.jpg
Gogoro 土城裕民店站,新北市土城區裕民路178號(近裕民路/學府路口),24HR,已啟用,24.985225,121.452661,https://cdn.gogoro.com/resources/images/gostations/TW2366201A_01.jpg
Gogoro 基隆忠二服務中心站,基隆市仁愛區忠二路17號(近基隆火車站),24HR,已啟用,25.130015,121.740106,https://cdn.gogoro.com/resources/images/gostations/TW2004101A_01.jpg
Gogoro 士林文林店站,台北市士林區文林路65號(近士林夜市),24HR,已啟用,25.087291,121.525723,https://cdn.gogoro.com/resources/images/gostations/TW1116302A_01.jpg
Gogoro 大里德芳服務中心站,台中市大里區德芳南路459號(近國光路/德芳南路口),24HR,已啟用,24.104368,120.682630,https://cdn.gogoro.com/resources/images/gostations/TW4128401A_01.jpg
Gogoro 左營博愛店站,高雄市左營區博愛二路664號(近高雄巨蛋),24HR,已啟用,22.669597,120.303452,https://cdn.gogoro.com/resources/images/gostations/TW8135801A_01.jpg
Gogoro 師大和平店站,台北市大安區和平東路一段129號(近和平東路一段141巷口),24HR,已啟用,25.026744,121.530265,https://cdn.gogoro.com/resources/images/gostations/TW1064401A_01.jpg
Gogoro 新店北新服務中心站,新北市新店區北新路三段211巷11號(近台北矽谷國際會議中心),24HR,已啟用,24.985289,121.540085,https://cdn.gogoro.com/resources/images/gostations/TW2314301A_01.jpg
Gogoro 新竹北大店站,新竹市北區北大路321號(近中正棒球場),24HR,已啟用,24.805894,120.962052,https://cdn.gogoro.com/resources/images/gostations/TW3004401A_01.jpg
Gogoro 新莊中正服務中心站,新北市新莊區中正路57號(近捷運頭前庄站3號出口),24HR,已啟用,25.039726,121.462035,https://cdn.gogoro.com/resources/images/gostations/TW2424301A_01.jpg
Gogoro 新莊幸福店站,新北市新莊區幸福路728號一樓(近新莊佳瑪百貨),24HR,已啟用,25.049284,121.448873,https://cdn.gogoro.com/resources/images/gostations/TW2424801A_01.jpg
Gogoro 板橋館前店站,新北市板橋區館前東路26號(近誠品生活板橋店),24HR,已啟用,25.007247,121.460365,https://cdn.gogoro.com/resources/images/gostations/TW2206401A_01.jpg
Gogoro 桃園中正店站,桃園市桃園區中正路50號(近統領百貨桃園店),24HR,已啟用,24.990967,121.313085,https://cdn.gogoro.com/resources/images/gostations/TW3304102A_01.jpg
Gogoro 桃園八德店站,桃園市八德區介壽路二段312號(近麥當勞桃園大湳店),24HR,已啟用,24.949315,121.297852,https://cdn.gogoro.com/resources/images/gostations/TW3344501A_01.jpg
Gogoro 桃園服務中心站,桃園市桃園區復興路20號(近桃園學苑),24HR,已啟用,24.990983,121.318401,https://cdn.gogoro.com/resources/images/gostations/TW3306501A_01.jpg
Gogoro 楊梅中山授權服務中心站,桃園市楊梅區中山北路二段294號(近中山北路/梅獅路口),24HR,已啟用,24.911199,121.174044,https://cdn.gogoro.com/resources/images/gostations/TW3265901A_01.jpg
Gogoro 永和中正店站,新北市永和區中正路236號(近八二三紀念公園),24HR,已啟用,24.998068,121.516220,https://cdn.gogoro.com/resources/images/gostations/TW2356101A_01.jpg
Gogoro 永康中華店站,台南市永康區中華路140號(近永康兵仔市菜市場),24HR,已啟用,23.003071,120.235307,https://cdn.gogoro.com/resources/images/gostations/TW7106901A_01.jpg
Gogoro 永康服務中心站,台南市永康區中山南路613號(近南大附中),24HR,已啟用,23.024739,120.254318,https://cdn.gogoro.com/resources/images/gostations/TW7107101A_01.jpg
Gogoro 淡水中山授權服務中心站,新北市淡水區中山路71號(近淡水老街),24HR,已啟用,25.170427,121.442856,https://cdn.gogoro.com/resources/images/gostations/TW2515101A_01.jpg
Gogoro 萬華中華店站,台北市萬華區中華路二段100號(近中華路二段/莒光路口),24HR,已啟用,25.031364,121.504020,https://cdn.gogoro.com/resources/images/gostations/TW1086201A_01.jpg
Gogoro 蘆洲三民服務中心站(建置中),新北市蘆洲區三民路140號(近國立空中大學),24HR,建置中,25.087747,121.470714,https://cdn.gogoro.com/resources/images/gostations/TW2476002A_01.jpg
Gogoro 西屯逢甲授權服務中心站(建置中),台中市西屯區西屯路二段269之48號(近西屯路二段/文華路口),24HR,建置中,24.174490,120.644341,https://cdn.gogoro.com/resources/images/gostations/TW4074701A_01.jpg
Gogoro 豐原中山服務中心站,台中市豐原區中山路510巷15號(近豐原郵局),24HR,已啟用,24.251841,120.715361,https://cdn.gogoro.com/resources/images/gostations/TW4204402A_01.jpg
Gogoro 頭份自強服務中心站,苗栗縣頭份市自強路230號(近自強路/和平路口),09:00 ~ 22:00,已啟用,24.686461,120.904547,https://cdn.gogoro.com/resources/images/gostations/TW3514201A_01.jpg
Gogoro 饒河服務中心站,台北市松山區八德路四段650號(近饒河夜市),24HR,已啟用,25.049856,121.574954,https://cdn.gogoro.com/resources/images/gostations/TW1056601A_01.jpg
Gogoro 高雄中山店站,高雄市新興區中山一路2號(近捷運中央公園站2號出口),24HR,已啟用,22.624185,120.301153,https://cdn.gogoro.com/resources/images/gostations/TW8005401A_01.jpg
Gogoro 鳳山青年店站,高雄市鳳山區青年路二段287號(近文山特區),24HR,已啟用,22.639565,120.350948,https://cdn.gogoro.com/resources/images/gostations/TW8304801A_01.jpg
HiLife 三民鼎金店站,高雄市三民區鼎中路139號(近鼎中路/金山路口),24HR,已啟用,22.661849,120.319036,https://cdn.gogoro.com/resources/images/gostations/TW8079401A_01.jpg
HiLife 三重商工店站,新北市三重區中正北路282號(近三重商工),24HR,已啟用,25.068558,121.480642,https://cdn.gogoro.com/resources/images/gostations/TW2416202A_01.jpg
HiLife 中壢壢榮店站,桃園市中壢區永福路603號(近榮民路/永福路口),24HR,已啟用,24.958987,121.259992,https://cdn.gogoro.com/resources/images/gostations/TW3208001A_01.jpg
HiLife 五股福鑫店站,新北市五股區五福路8號(近五股區農會),24HR,已啟用,25.088473,121.434394,https://cdn.gogoro.com/resources/images/gostations/TW2485501A_01.jpg
HiLife 仁德二仁店站,台南市仁德區二仁路一段99號(近嘉南藥理科技大學),24HR,已啟用,22.918866,120.225661,https://cdn.gogoro.com/resources/images/gostations/TW7175501A_01.jpg
HiLife 北市松柏店站,台北市松山區光復北路102號(近博仁綜合醫院),24HR,已啟用,25.050574,121.557709,https://cdn.gogoro.com/resources/images/gostations/TW1056001A_01.jpg
HiLife 北市港南店站,台北市南港區舊莊街一段212巷2號(近南港分局舊莊派出所),24HR,已啟用,25.038260,121.622359,https://cdn.gogoro.com/resources/images/gostations/TW1157201A_01.jpg
HiLife 台中中大店站,台中市南區興大路300號(近中興大學),24HR,已啟用,24.119008,120.671731,https://cdn.gogoro.com/resources/images/gostations/TW4024601A_01.jpg
HiLife 台中中屯店站,台中市西屯區文心路三段91號(文心路三段與西屯路二段交叉口),24HR,已啟用,24.166497,120.652135,https://cdn.gogoro.com/resources/images/gostations/TW4074801A_01.jpg
HiLife 台中中萊店站,台中市西屯區中清路二段1388號，1390號(中清路二段/中清路二段1386巷交叉口),24HR,已啟用,24.195932,120.658112,https://cdn.gogoro.com/resources/images/gostations/TW4076101A_01.jpg
HiLife 台中中都店站,台中市西屯區西屯路三段173-25號(近台中都會公園),24HR,已啟用,24.190811,120.594805,https://cdn.gogoro.com/resources/images/gostations/TW4076401A_01.jpg
HiLife 台中干城店站,台中市中區雙十路一段27-1、27-2、27-3號(近雙十路/光復路交叉口),24HR,已啟用,24.141111,120.685750,https://cdn.gogoro.com/resources/images/gostations/TW4004601A_01.jpg
HiLife 台中建興店站,台中市南區復興路二段175-1.175-2號(近四育國中),24HR,已啟用,24.127435,120.666004,https://cdn.gogoro.com/resources/images/gostations/TW4025201A_01.jpg
HiLife 台南東環店站,台南市東區大同路一段59號(近東門圓環),24HR,已啟用,22.987495,120.211382,https://cdn.gogoro.com/resources/images/gostations/TW7015001A_01.jpg
HiLife 彰化國聖店站,彰化縣彰化市中山路三段706號(近國聖國小),24HR,已啟用,24.094589,120.569448,https://cdn.gogoro.com/resources/images/gostations/TW5007701A_01.jpg
HiLife 彰縣彰花店站,彰化縣花壇鄉中山路一段72號(近中山路一段/中橋街交叉口),24HR,已啟用,24.011307,120.552303,https://cdn.gogoro.com/resources/images/gostations/TW5034301A_01.jpg
HiLife 新北三峽店站,新北市三峽區中正路一段75-1號(近光明路/永安街口),24HR,已啟用,24.929386,121.375029,https://cdn.gogoro.com/resources/images/gostations/TW2374201A_01.jpg
HiLife 新北三民店站,新北市三重區三民街100號(近新北市三重聯邦公園),24HR,已啟用,25.063198,121.485257,https://cdn.gogoro.com/resources/images/gostations/TW2416101A_01.jpg
HiLife 新北建國店站,新北市新店區中正路282號之10號(近新店耕莘醫院),24HR,已啟用,24.974260,121.538013,https://cdn.gogoro.com/resources/images/gostations/TW2314801A_01.jpg
HiLife 新北板龍店站,新北市板橋區龍興街73巷2，4號(近台鐵浮洲站),24HR,已啟用,25.002211,121.443912,https://cdn.gogoro.com/resources/images/gostations/TW2205801A_01.jpg
HiLife 新北永霖店站,新北市永和區竹林路65號(近網溪國小),24HR,已啟用,25.013687,121.518438,https://cdn.gogoro.com/resources/images/gostations/TW2344101A_01.jpg
HiLife 新北重武店站,新北市三重區安慶街203之1號(近安慶街/民生東街口),24HR,已啟用,25.068296,121.492722,https://cdn.gogoro.com/resources/images/gostations/TW2414601A_01.jpg
HiLife 新北重高店站,新北市三重區集美街 211，213號(近新北市立三重高中),24HR,已啟用,25.054529,121.491812,https://cdn.gogoro.com/resources/images/gostations/TW2414401A_01.jpg
HiLife 新竹竹亮店站,新竹市東區光復路二段962號1樓(近市立體育場),24HR,已啟用,24.803544,120.979972,https://cdn.gogoro.com/resources/images/gostations/TW3006901A_01.jpg
HiLife 新竹竹諺店站,新竹市北區中華路三段88號(近中華路三段/林森路口),24HR,已啟用,24.796878,120.961037,https://cdn.gogoro.com/resources/images/gostations/TW3006003A_01.jpg
HiLife 新竹竹高店站,新竹市東區高峰路1號(近高峰路/寶山路口),24HR,已啟用,24.794182,120.972925,https://cdn.gogoro.com/resources/images/gostations/TW3006401A_01.jpg
HiLife 板橋僑興店站,新北市板橋區僑中二街104巷1，3號(近國立台灣藝術大學),24HR,已啟用,25.007815,121.445873,https://cdn.gogoro.com/resources/images/gostations/TW2205701A_01.jpg
HiLife 林口麗園店站,新北市林口區文化一路一段52號(近林口區農會),24HR,已啟用,25.069528,121.371525,https://cdn.gogoro.com/resources/images/gostations/TW2444701A_01.jpg
HiLife 竹北北鮮店站,新竹縣竹北市大同街33號(近三民路/大同街口),24HR,已啟用,24.834422,121.009722,https://cdn.gogoro.com/resources/images/gostations/TW3024201A_01.jpg
HiLife 竹北竹文店站,新竹縣竹北市縣政九路215號(近縣鎮九路/文信路口),24HR,已啟用,24.831976,121.011947,https://cdn.gogoro.com/resources/images/gostations/TW3026402A_01.jpg
HiLife 竹北竹發店站,新竹縣竹北市縣政二路175號(近縣政二路/文信路口),24HR,已啟用,24.831333,121.018018,https://cdn.gogoro.com/resources/images/gostations/TW3026801A_01.jpg
HiLife 竹北鳳岡店站,新竹縣竹北市中華路1165號(近中華路/鳳岡路一段路口),24HR,已啟用,24.855245,121.001746,https://cdn.gogoro.com/resources/images/gostations/TW3026702A_01.jpg
HiLife 竹東巨星店站,新竹縣竹東鎮中興路二段426號(近中興路二段/三重路口),24HR,已啟用,24.765030,121.058720,https://cdn.gogoro.com/resources/images/gostations/TW3105401A_01.jpg
HiLife 豐原豐民店站,台中市豐原區三民路86號(近豐原國小),24HR,已啟用,24.253710,120.720670,https://cdn.gogoro.com/resources/images/gostations/TW4206001A_01.jpg
HiLife 鳳山鳳頂店站,高雄市鳳山區高鳳一路70號(近高鳳一路/頂庄路口),24HR,已啟用,22.588277,120.366166,https://cdn.gogoro.com/resources/images/gostations/TW8309301A_01.jpg
Impact Hub 站,台北市大安區和平東路二段265巷3號(近和平東路/復興南路口),星期一：09:00 ~ 21:00，星期二：09:00 ~ 21:00，星期三：09:00 ~ 21:00，星期四：09:00 ~ 21:00，星期五：09:00 ~ 21:00，星期六：12:00 ~ 21:00，星期日：12:00 ~ 21:00,已啟用,25.025314,121.544104,https://cdn.gogoro.com/resources/images/gostations/TW1066701A_01.jpg
JOS CAFE & WORK站,新北市永和區永利路108號1樓(近福和國中),24HR,已啟用,25.003378,121.521207,https://cdn.gogoro.com/resources/images/gostations/TW2345001A_01.jpg
KBN 鐵馬堂站,台北市信義區信安街60號(近通化街夜市),24HR,已啟用,25.026651,121.557692,https://cdn.gogoro.com/resources/images/gostations/TW1105302A_01.jpg
MissGreen 美式蔬食餐廳站(建置中),台北市大安區敦化南路二段63巷28號(近立人國際國民中小學),24HR,建置中,25.030856,121.550566,https://cdn.gogoro.com/resources/images/gostations/TW1068201A_01.jpg
Nova 資訊廣場中壢店站,桃園市中壢區中正路389號(近中正路/明德南路口),24HR,已啟用,24.955710,121.215123,https://cdn.gogoro.com/resources/images/gostations/TW3204201A_01.jpg
Nova 資訊廣場新竹店站,新竹市東區光復路二段194巷3號(近國立清華大學),24HR,已啟用,24.794371,121.000882,https://cdn.gogoro.com/resources/images/gostations/TW3007101A_01.jpg
三芝中正停車場站,新北市三芝區中山路二段48之1號(近中山路二段/中正路二段口),24HR,已啟用,25.254471,121.503091,https://cdn.gogoro.com/resources/images/gostations/TW2524101A_01.jpg
三重溪美立體停車場站,新北市三重區自強路4段55號(近新北市三重戶政事務所溪美辦事處),24HR,已啟用,25.078212,121.490151,https://cdn.gogoro.com/resources/images/gostations/TW2415102A_01.jpg
上下工站,台北市信義區嘉興街181巷9弄54號(近通化街夜市),24HR,已啟用,25.026986,121.557752,https://cdn.gogoro.com/resources/images/gostations/TW1105301A_01.jpg
中和枋寮公有零售市場站,新北市中和區中和路74號(近中和國民小學),24HR,已啟用,25.000258,121.501415,https://cdn.gogoro.com/resources/images/gostations/TW2357501A_01.jpg
中油三多三路加油站,高雄市苓雅區三多三路264號(近捷運三多商圈站),24HR,已啟用,22.614438,120.304910,https://cdn.gogoro.com/resources/images/gostations/TW8024101A_01.jpg
中油三多二路加油站(建置中),高雄市苓雅區三多二路80號(近國際商工),24HR,建置中(其他狀態100),22.621365,120.327051,https://cdn.gogoro.com/resources/images/gostations/TW8026301A_01.jpg
中油三民路加油站,桃園市桃園區三民路一段150號(近三民運動公園),24HR,已啟用,24.999522,121.320535,https://cdn.gogoro.com/resources/images/gostations/TW3304902A_01.jpg
中油三義加油站,苗栗縣三義鄉中正路146號(近三義鄉公所),24HR,已啟用,24.412225,120.769988,https://cdn.gogoro.com/resources/images/gostations/TW3674501A_01.jpg
中油中壢工二加油站,桃園市中壢區吉林路37巷15號(近文化公園),24HR,已啟用,24.979948,121.246969,https://cdn.gogoro.com/resources/images/gostations/TW3206201A_01.jpg
中油中山路加油站,桃園市桃園區中山路522號(近桃園市政府),24HR,已啟用,24.992133,121.300215,https://cdn.gogoro.com/resources/images/gostations/TW3305801A_01.jpg
中油中崙加油站,台北市中山區八德路二段214號(近八德路/龍江路口),24HR,已啟用,25.046342,121.539256,https://cdn.gogoro.com/resources/images/gostations/TW1049101A_01.jpg
中油中正二路加油站,高雄市新興區中正二路166號(近捷運文化中心站),24HR,已啟用,22.630424,120.317058,https://cdn.gogoro.com/resources/images/gostations/TW8004701A_01.jpg
中油中正加油站,屏東縣屏東市中正路375號(近義美食品),24HR,已啟用,22.685400,120.494821,https://cdn.gogoro.com/resources/images/gostations/TW9006201A_01.jpg
中油中正四路加油站,高雄市前金區中正四路251號(近勞工博物館),24HR,已啟用,22.627796,120.291280,https://cdn.gogoro.com/resources/images/gostations/TW8014701A_01.jpg
中油中正路加油站,苗栗縣竹南鎮中正路120號(近竹南鎮農會),24HR,已啟用,24.684019,120.872416,https://cdn.gogoro.com/resources/images/gostations/TW3504701A_01.jpg
中油中苗加油站,苗栗縣苗栗市中正路442號(近大川醫院),24HR,已啟用,24.560281,120.821368,https://cdn.gogoro.com/resources/images/gostations/TW3604301A_01.jpg
中油九曲堂加油站,高雄市大寮區鳳屏二路297號(近高屏大橋),24HR,已啟用,22.642197,120.417829,https://cdn.gogoro.com/resources/images/gostations/TW8314201A_01.jpg
中油五權西路加油站,台中市南屯區五權西路二段566號(近五權西路二段/惠中路三段路口),24HR,已啟用,24.141609,120.641000,https://cdn.gogoro.com/resources/images/gostations/TW4086901A_01.jpg
中油五甲加油站,高雄市鳳山區五甲一路232號(近五甲一路/國光路口),24HR,已啟用,22.618107,120.354896,https://cdn.gogoro.com/resources/images/gostations/TW8307401A_01.jpg
中油介壽加油站,桃園市桃園區介壽路324號(近福林公園),24HR,已啟用,24.980268,121.305094,https://cdn.gogoro.com/resources/images/gostations/TW3306201A_01.jpg
中油佳興加油站,桃園市八德區介壽路二段631號(近伍陽城市原創農場),24HR,已啟用,24.940961,121.297910,https://cdn.gogoro.com/resources/images/gostations/TW3345901A_01.jpg
中油來翔加油站,桃園市桃園區民生路33號(近新光三越桃園站前店),24HR,已啟用,24.990977,121.314960,https://cdn.gogoro.com/resources/images/gostations/TW3304101A_01.jpg
中油信義路加油站,台北市大安區信義路四段374號(近捷運信義安和站4號出口),24HR,已啟用,25.032721,121.555483,https://cdn.gogoro.com/resources/images/gostations/TW1067901A_01.jpg
中油信誠加油站,新北市五股區新五路二段258號(近新北市立圖書館五股分館),24HR,已啟用,25.081706,121.440913,https://cdn.gogoro.com/resources/images/gostations/TW2487302A_01.jpg
